year_harvest	NUMD	IRR	ETP_1	ETP_2	ETP_3	ETP_4	ETP_5	ETP_6	ETP_7	ETP_8	ETP_9	PR_1	PR_2	PR_3	PR_4	PR_5	PR_6	PR_7	PR_8	PR_9	RV_1	RV_2	RV_3	RV_4	RV_5	RV_6	RV_7	RV_8	RV_9	SeqPR_1	SeqPR_2	SeqPR_3	SeqPR_4	SeqPR_5	SeqPR_6	SeqPR_7	SeqPR_8	SeqPR_9	Tn_1	Tn_2	Tn_3	Tn_4	Tn_5	Tn_6	Tn_7	Tn_8	Tn_9	Tx_1	Tx_2	Tx_3	Tx_4	Tx_5	Tx_6	Tx_7	Tx_8	Tx_9
19	29	2	0.341264	0.60612	1.00605	1.89628	2.68478	2.24385	3.04594	2.6168	1.84347	2.22624	2.6926	1.49183	1.7231	3.28458	1.29439	2.07915	1.09327	0.659518	36.475	51.3204	90.6638	150.217	175.755	150.556	188.633	183.831	140.79	0.507363	0.795419	0.618513	0.524638	0.696003	0.488043	0.381487	0.355891	0.319203	1.30386	3.72504	3.61788	2.9686	7.96027	10.4468	12.9414	11.1359	8.19877	5.08837	8.28125	10.7563	10.9294	14.7658	16.6325	20.1777	20.3073	18.1247
21	29	2	0.345961	0.396837	0.862709	1.60322	2.51743	2.77152	3.38382	2.27154	1.84079	1.36408	2.77367	3.58005	1.95447	2.22936	1.49616	0.731475	1.97416	0.529183	35.041	40.7053	68.9496	112.256	178.369	179.538	213.644	148.333	137.05	0.468443	0.621894	0.731767	0.562319	0.646914	0.424275	0.16129	0.546985	0.273913	-3.43513	-0.0460574	2.79365	4.36329	7.26606	11.2621	12.2061	11.7499	9.64933	1.09222	4.71788	8.40432	11.0459	15.5103	17.9166	20.793	19.3904	19.206
24	29	2	0.345727	0.486225	1.23575	2.37015	2.6815	3.24336	3.68423	2.50614	1.95127	2.53404	0.638361	2.10687	0.561375	2.77269	3.34713	1.13357	2.31567	1.46144	34.6276	65.9069	110.384	176.524	186	209.853	225.246	168.121	141.487	0.503506	0.500388	0.595021	0.188043	0.513324	0.827536	0.276297	0.555049	0.45	1.05867	2.31583	2.23033	3.79538	8.56338	12.739	13.8619	12.6722	11.1893	5.77527	7.38578	9.6705	12.9842	16.5476	20.4495	22.8482	20.3344	21.1513
27	29	2	0.28354	0.744024	1.00875	1.91566	2.12663	2.79371	3.51976	2.16939	2.15442	1.285	0.720147	2.4312	2.16653	2.62374	2.0464	2.79373	2.35884	0.855241	35.7827	73.5223	94.3935	136.582	148.031	183.91	224.267	155.959	158.615	0.515778	0.239907	0.564867	0.380435	0.5277	0.408696	0.37763	0.422511	0.135507	-3.93345	-1.18347	1.48434	5.53739	8.99434	10.6228	13.1293	11.5381	10.7326	1.64927	5.17777	7.69389	12.8404	15.4925	17.5523	22.1948	19.6288	20.7049
29	29	2	0.435906	0.40381	1.08944	2.41242	2.65167	2.3837	3.17002	2.60729	1.50407	1.46043	1.276	1.97536	1.62678	1.96506	4.18983	2.47434	1.75514	1.36112	37.9069	43.0508	84.692	170.862	185.466	152.245	197.794	170.21	110.767	0.221248	0.538043	0.465989	0.323188	0.52209	0.771377	0.448808	0.345722	0.447826	-4.06817	0.983396	0.829993	6.70191	6.50843	10.6931	13.1127	12.5605	12.3832	-0.509204	5.07826	6.87906	15.0722	14.2025	17.0231	19.9372	21.0584	20.0112
31	29	2	0.233673	0.509451	1.18116	1.40291	3.83787	3.82918	4.11318	2.91002	2.0669	0.974028	1.96986	2.86261	2.16693	0.749566	1.9223	0.58343	0.681018	1.60868	42.774	54.587	94.7422	117.822	254.236	241.783	238.008	182.902	138.027	0.38359	0.619565	0.397265	0.642754	0.143408	0.348188	0.137798	0.276648	0.24058	1.65148	2.67	5.22404	3.53524	9.94639	11.3565	14.3371	12.5474	11.3251	6.44606	7.69159	12.0922	10.6646	19.8589	20.1593	24.2595	22.8511	20.9318
38	29	2	0.378432	0.676909	1.18687	2.20123	2.37178	3.93518	4.14863	2.9532	2.2317	0.924178	2.53998	1.04837	0.438435	2.39809	0.36996	0.580744	1.34709	0.998355	36.4975	60.8369	105.655	169.754	159.353	237.663	230.723	171.263	145.717	0.286816	0.571964	0.352735	0.197826	0.610449	0.248551	0.282258	0.339762	0.17029	2.117	-0.0303839	1.66512	4.08737	6.82549	11.2236	12.5528	12.8457	8.462	5.53116	4.3073	9.00218	13.564	13.5121	20.8796	21.6929	21.8062	18.0676
43	29	2	0.392239	0.743597	1.13637	1.87198	3.06489	3.55395	3.44556	2.87332	1.69424	3.70684	2.11907	5.60944	3.02315	0.955629	0.907359	2.28301	2.28709	3.80364	35.8833	64.0687	82.9731	141.61	198.269	224.786	203.163	172.085	112.722	0.740533	0.52368	0.787868	0.656884	0.203015	0.348913	0.486676	0.501402	0.652899	2.02449	2.36783	5.02658	5.10179	9.793	11.0611	14.1636	14.2822	9.71855	6.51331	7.30564	10.1297	11.1344	17.6941	19.8894	22.0249	23.2568	16.7236
46	29	2	0.374403	0.838825	1.46712	2.08729	3.10449	3.6542	3.21194	2.83359	2.27702	4.05655	0.416309	1.44371	2.5947	1.19353	0.832247	2.15249	3.12684	0.960128	30.7514	68.8101	124.492	156.143	214.415	223.316	192.868	164.673	138.593	0.765428	0.318216	0.501402	0.569203	0.346774	0.368841	0.419355	0.635344	0.375725	2.77703	2.00409	2.44835	5.57142	7.92271	11.603	13.076	14.3459	11.6803	7.00374	7.46705	9.72256	13.3444	16.2462	20.4448	21.0346	22.5937	20.7209
49	29	2	0.624437	0.848671	1.50595	3.05793	3.19694	3.20566	3.63577	3.08317	2.26979	1.57625	3.02185	2.2458	0.68233	2.3723	3.30575	3.8956	2.2401	1.07318	43.9817	68.2697	122.735	221.111	198.944	191.97	210.417	185.795	148.969	0.557153	0.612578	0.620266	0.0887681	0.580294	0.630435	0.609046	0.424965	0.307971	5.11128	4.96124	2.94281	6.98547	10.0556	12.7749	13.0346	12.9569	9.4526	9.41785	10.0646	10.7943	19.4749	16.9688	19.7926	20.2327	20.4609	18.578
3	30	5	0.351647	0.697436	1.54351	1.95675	3.15312	3.59668	3.43089	3.30666	2.19584	2.79982	1.59484	0.0806921	1.12681	0.814185	1.51331	1.47628	0.150271	1.75333	36.8633	67.2081	142.111	144.998	212.39	227.053	216.036	206.412	141.373	0.490255	0.414062	0.0991263	0.494097	0.220766	0.380556	0.336694	0.093078	0.171181	1.10379	4.22575	3.1237	7.70899	7.85128	11.3582	12.7072	12.2005	12.7054	4.96245	10.3706	12.5963	15.8364	16.5285	20.7383	21.8784	22.5142	23.1106
5	30	5	0.391592	0.465936	1.08896	1.72987	2.7444	2.84178	3.70202	1.81271	1.58855	0.736952	0.819659	2.3799	1.8216	1.47224	2.31125	0.754334	3.44278	1.39813	52.3163	72.5608	94.2892	133.347	187.141	181.865	240.032	121.029	116.753	0.213374	0.339286	0.348454	0.468403	0.338038	0.514583	0.133401	0.650202	0.312153	-5.55921	-5.27826	2.81375	5.41538	7.9606	12.3011	13.3173	11.6548	11.022	-0.674905	0.130892	8.85689	12.7485	15.6161	19.014	22.3214	18.86	18.0638
6	30	5	0.209886	0.438315	0.888381	1.95214	2.86852	3.51575	3.88014	3.3976	2.23322	0.680369	2.03011	1.5063	1.80466	1.11437	1.56709	0.395134	0.72847	1.48589	37.2489	47.1524	80.36	145.893	199.93	229.266	244.706	203.406	148.807	0.291331	0.456178	0.367608	0.371875	0.316196	0.383333	0.177755	0.134073	0.209375	-1.50633	2.96702	2.33968	4.87026	10.0002	11.1943	13.3132	12.4188	11.1442	1.8419	6.8525	7.32198	12.9376	18.7825	20.3063	24.2959	23.1057	21.3177
11	30	5	0.309758	0.5831	1.03091	2.26746	2.49689	3.06078	3.61514	2.65983	1.58584	1.1874	1.00674	1.89693	1.02749	2.08508	1.13517	1.54427	1.61162	1.03537	26.7206	61.7309	88.3591	159.384	168.564	190.884	214.092	173.561	115.19	0.354167	0.574405	0.453629	0.298611	0.515121	0.513889	0.253696	0.400538	0.315278	2.75083	-1.17785	3.02599	4.40622	8.24824	10.6554	14.0879	12.5477	11.0834	6.58906	4.49	9.15944	13.6618	17.1347	19.1265	23.8783	22.2127	19.5893
12	30	5	0.269929	0.609214	1.08226	1.43155	2.75416	3.50119	3.40498	2.57008	2.1193	2.08904	3.32018	1.75871	1.35043	1.34159	2.19561	1.20656	2.05648	0.662019	26.1245	49.2234	88.0333	110.41	183.633	212.69	202.262	161.294	130.833	0.526546	0.77753	0.644489	0.622917	0.36828	0.432986	0.339046	0.422715	0.211806	1.67777	1.46387	1.36569	3.81708	8.85318	13.3484	12.3002	12.6713	10.5018	5.59907	6.33797	6.35553	10.3958	17.745	21.7363	21.5214	22.1365	21.2407
14	30	5	0.225391	0.457703	1.51621	1.98883	2.28307	2.68657	3.29779	2.42396	2.06149	2.92808	2.56972	1.26703	1.25011	1.41097	1.46131	2.43821	2.59924	1.75176	26.316	42.1814	124.337	120.583	143.583	167.531	200.302	157.276	147.258	0.610887	0.59842	0.30914	0.492014	0.711021	0.394097	0.452285	0.335685	0.36875	0.351857	2.56244	3.35269	5.82725	7.73142	9.3399	12.7655	11.5672	7.78713	4.28781	7.09646	12.3761	11.8001	14.9621	17.0842	21.8192	20.4743	17.0081
15	30	5	0.265238	0.468607	1.73156	1.54194	2.4681	3.96653	2.89046	3.35362	2.18467	0.949079	1.68302	0.160662	1.09775	2.55485	1.49567	1.86012	1.46061	2.46952	31.3717	50.3225	151.138	121.433	157.711	245.182	172.817	206.868	141.6	0.451277	0.488839	0.0742607	0.390972	0.528898	0.193056	0.478831	0.332997	0.478472	0.607022	0.653434	0.571711	3.05671	8.71175	11.9632	13.2149	13.7003	10.8643	4.03741	4.65539	10.5528	11.0813	16.6906	21.3134	21.3354	25.4225	21.1312
16	30	5	0.448464	0.720604	0.883734	2.39074	2.76565	3.45682	3.54124	3.06634	1.72771	2.16798	1.55154	1.43771	0.943621	1.69983	2.26273	0.714778	1.00988	3.61391	30.9052	59.4763	85.1355	181.205	189.806	220.51	215.237	185.271	111.242	0.50336	0.388765	0.323925	0.227778	0.473454	0.560069	0.27957	0.251008	0.530208	3.78545	2.20403	3.53671	4.34	7.27701	11.0771	11.7208	12.1518	9.57175	7.83136	7.5163	9.72969	14.0442	15.4861	19.9773	21.5954	23.2073	16.9607
18	30	5	0.388535	0.501314	1.2129	2.93815	2.37342	5.09003	4.08275	3.82836	1.65891	0.445067	1.48568	0.901608	0.528253	0.426837	0.0703125	2.10145	0.0825552	2.1293	31.3467	44.3883	118.579	222.659	163.816	297.844	244.17	238.3	124.976	0.360887	0.373922	0.333333	0.203472	0.180108	0.00972222	0.367944	0.0372984	0.536111	1.74397	0.90813	0.760889	2.95496	8.50409	14.0728	15.4852	12.8704	9.50883	5.91951	6.00892	8.92214	13.5771	19.3113	26.6752	26.0976	25.9941	18.8696
19	30	5	0.327134	0.503011	1.05051	1.75806	2.56602	2.23335	3.01581	2.56812	1.95073	1.63296	3.36607	1.52361	1.61033	2.76264	2.06244	2.11001	1.56524	0.577542	36.6666	42.8136	95.9348	142.576	173.843	140.489	187.672	172.887	141.126	0.486223	0.775298	0.511089	0.489236	0.609543	0.633681	0.389785	0.34039	0.220139	1.05475	3.74034	3.4865	3.35823	7.84395	10.6097	13.145	11.0162	7.86451	5.05113	8.43977	11.3297	11.6137	15.487	17.3534	21.2419	20.8934	18.9476
21	30	5	0.275119	0.421689	0.811621	1.4792	2.42327	2.80348	3.59572	2.45101	2.02917	1.43905	3.50694	3.13235	2.10965	1.99491	1.4208	0.781217	1.68964	0.868306	38.6444	41.8949	65.3517	108.374	166.897	177.14	221.208	152.879	140.78	0.447917	0.534226	0.817876	0.630556	0.582661	0.305556	0.116599	0.49664	0.245486	-4.35314	0.383875	3.04434	4.1391	7.61744	11.9175	12.4042	11.733	9.18484	0.389132	5.09714	8.64309	11.2199	15.7932	19.3875	22.4687	20.6153	20.0679
24	30	5	0.349935	0.411417	1.14733	2.26843	2.41885	3.26253	3.42781	2.22337	1.82606	1.94119	0.749644	1.70429	0.430434	2.1645	2.79228	2.11908	1.30763	1.74079	30.7189	54.7514	109.963	181.93	175.987	219.987	219.204	152.48	133.675	0.483535	0.475446	0.53965	0.165278	0.416331	0.754514	0.329973	0.439516	0.435764	1.45185	2.13424	2.14245	3.45292	8.68529	13.0782	14.1395	12.6016	11.4372	6.35523	7.13234	10.024	13.4762	17.2377	21.4823	23.8849	21.3718	22.3504
27	30	5	0.25801	0.596256	0.982828	1.96915	2.08962	2.74859	3.74328	2.40743	2.47791	1.01249	0.718216	2.23573	2.43077	2.4529	1.48075	1.71559	1.32909	0.806011	36.5293	64.9042	92.8359	151.598	146.238	187.657	235.386	164.44	171.908	0.512097	0.232143	0.551075	0.490625	0.56754	0.423611	0.259073	0.292675	0.0965278	-3.91676	-1.3853	1.38232	5.16247	8.88446	10.4735	13.3463	11.0155	10.1356	1.27966	5.02891	7.72128	13.2995	15.5857	18.1889	23.3084	20.643	22.1872
29	30	5	0.39572	0.373419	1.02394	2.31789	2.86061	2.53815	3.21332	2.7893	1.54709	0.9919	1.58046	1.57451	1.38613	1.62698	3.13476	3.10297	1.51497	1.39857	39.6152	40.4697	92.5348	170.136	198.312	160.435	196.758	181.126	104.918	0.255712	0.710938	0.427083	0.33125	0.40793	0.758333	0.487567	0.270497	0.413542	-4.60165	0.409316	0.705498	6.24578	6.3164	10.8934	13.5207	12.6259	12.5537	-0.98864	4.67826	6.97805	15.576	14.7209	17.7658	21.2367	22.4264	20.9433
31	30	5	0.290191	0.533349	1.35015	1.57911	3.97069	3.72443	4.04505	3.1064	2.21071	0.887285	1.83888	2.50671	3.02062	0.589725	1.56644	1.298	0.735843	0.734269	40.4478	56.4333	107.011	129.137	258.139	235.925	241.294	198.143	151.88	0.358199	0.540551	0.359879	0.577431	0.129032	0.260417	0.336021	0.282594	0.09375	1.25702	1.88716	4.58888	3.58619	10.1764	11.7653	14.6938	12.8401	10.62	5.83948	7.7116	12.9659	10.9842	20.9233	21.3407	24.9896	23.6579	21.2623
38	30	5	0.367595	0.701434	1.26672	2.36771	2.69229	4.45898	4.30404	3.07851	2.40376	1.62627	1.6145	0.609882	0.293593	1.51094	0.179802	1.22784	1.29484	0.735029	37.0608	72.5205	120.249	188.212	188.328	269.154	245.316	187.692	162.752	0.413306	0.483836	0.273521	0.0885417	0.511425	0.235764	0.174059	0.369288	0.0510417	1.97095	-0.0202328	1.42039	4.09986	7.03366	11.3718	12.6628	12.6873	8.21158	5.56571	3.95866	9.44532	14.3568	14.4948	22.2443	22.8663	22.7902	18.3615
43	30	5	0.36031	0.685804	1.10276	1.84246	3.12694	3.88483	3.47962	3.16498	1.68494	3.07812	1.70654	4.21782	2.07398	0.651881	0.981251	4.58179	2.34166	2.59034	36.3582	68.7683	90.0791	148.435	203.836	246.877	207.853	190.074	121.546	0.75	0.545015	0.783602	0.689931	0.269489	0.355903	0.485551	0.469758	0.588889	2.2327	2.31758	5.01702	4.90649	10.2655	11.2892	14.5501	14.2262	9.00112	6.46698	7.3755	10.632	11.5865	18.8879	21.045	23.0284	24.0817	17.0249
46	30	5	0.340649	0.849213	1.51864	2.20243	3.22424	3.89732	3.42846	2.89756	2.53526	3.5792	0.160635	1.08653	2.26369	1.08206	0.801352	1.17631	2.76804	0.482337	32.6668	81.0944	134.074	169.371	220.343	238.802	204.669	169.833	154.628	0.731183	0.188578	0.430444	0.504167	0.311828	0.137153	0.34375	0.575941	0.1375	2.35994	1.52312	2.25623	5.33641	8.16065	11.8012	13.4144	14.4802	11.092	6.5565	7.87908	9.80446	13.7572	16.7767	21.8178	22.6373	23.5649	21.7121
49	30	5	0.462093	0.682648	1.37165	3.04126	3.2399	3.27822	3.49354	2.90488	2.39344	1.12991	2.35244	1.54252	0.331184	2.30096	3.16031	3.19467	2.09181	0.505237	45.2065	62.9816	121.964	217.058	207.124	200.884	207.477	179.167	160.391	0.525202	0.511161	0.53629	0.0625	0.629368	0.606597	0.584677	0.366263	0.252083	4.56863	4.46837	2.69066	7.384	10.4741	13.1757	13.1028	12.9596	8.91782	8.99153	9.97664	10.8663	19.8942	17.8462	20.5063	21.0763	20.9758	19.2396
6	31	2	0.387809	0.702859	1.07175	1.71548	2.46588	3.14724	3.66819	2.99004	1.94379	0.90588	2.24473	4.9149	2.2693	2.08874	1.86543	0.726701	0.995852	1.54532	47.669	61.1971	77.8569	119.905	157.193	191.744	223.866	178.095	129.44	0.40233	0.535121	0.547192	0.667284	0.617383	0.468827	0.238949	0.330048	0.392593	2.03813	4.43592	4.61844	6.46851	10.2222	11.4498	13.3265	12.3291	12.7344	6.33484	8.28548	8.55326	11.1032	15.5401	16.8593	19.719	19.2885	19.0253
11	31	2	0.573515	0.748917	1.02329	2.04027	2.22544	3.45507	3.53748	2.68824	1.57345	4.59226	3.63236	2.88738	1.51525	3.63919	2.38741	1.23898	0.90388	2.63596	26.3457	55.7028	73.2195	142.111	146.898	216.196	211.274	161.842	93.6127	0.761051	0.643188	0.483572	0.512037	0.667264	0.483642	0.187575	0.37037	0.507099	5.926	2.09139	5.02649	5.92631	8.60759	10.8724	13.1162	12.7444	12.8125	9.55869	6.63186	9.59967	12.0013	14.5074	17.6297	20.3498	19.4291	17.5364
12	31	2	0.494266	0.828198	1.41012	1.68142	2.82555	3.23155	2.93765	2.42814	1.94727	3.92063	5.46532	2.63856	1.69593	0.700954	1.87611	1.53783	2.60679	2.07031	28.5395	51.6734	101.875	112.29	183.563	186.092	169.975	146.49	122.857	0.686081	0.876323	0.705496	0.700617	0.233274	0.512037	0.426523	0.603943	0.424383	4.75235	4.10824	3.13484	5.60794	8.68958	12.6275	11.9879	12.7127	12.2672	8.89434	8.21499	8.14419	10.1492	15.6923	19.3002	17.8285	19.5915	19.2436
14	31	2	0.451829	0.680483	1.38845	1.99489	2.06254	2.23692	3.00971	2.73924	2.15818	4.58628	5.4057	2.68811	3.09409	2.72616	2.86035	0.685508	1.30618	1.35459	31.7702	55.2819	101.557	125.584	134.199	143.069	181.983	176.016	147.176	0.83871	0.888889	0.538232	0.497531	0.778375	0.428086	0.287933	0.346177	0.225617	3.36366	4.69303	5.37733	6.5472	7.72105	9.27757	12.1453	11.8137	9.55657	7.70787	8.98438	11.1869	10.8788	12.0668	13.7181	18.6076	18.8966	17.0429
15	31	2	0.44732	0.760222	1.70136	1.80529	2.25631	3.54683	2.83127	2.97622	2.0802	2.27175	2.85452	0.493599	1.86309	3.09405	0.644657	3.02136	0.940293	2.29402	33.7395	56.1538	139.456	132.893	140.291	221.906	168.059	181.491	128.088	0.499701	0.632937	0.171744	0.523765	0.581541	0.18642	0.505376	0.235364	0.490741	3.49742	3.7394	3.26766	4.7335	9.22743	11.4206	12.6781	13.8556	12.1384	7.33057	8.08741	10.8485	10.9276	14.931	18.4508	18.6285	21.5865	19.2089
16	31	2	0.652324	0.857431	0.98017	2.15929	2.69892	3.36172	2.77451	2.32741	1.58817	5.5622	6.88409	2.8956	1.32661	2.24918	1.5271	1.39176	1.79484	5.56971	30.9769	59.2795	83.0835	153.476	181.194	210.243	168.497	149.172	94.049	0.791816	0.78373	0.526284	0.367593	0.411589	0.521296	0.416965	0.491039	0.790432	5.81983	4.60435	4.55459	5.64999	7.99413	10.8838	12.3421	12.3566	10.3598	9.82529	9.27989	10.1063	12.3362	14.1584	17.7797	17.7417	18.6946	15.0778
18	31	2	0.527424	0.713014	1.28694	2.69817	2.56556	4.44645	3.40725	3.4146	1.75374	1.76416	1.67633	2.42638	0.29408	0.60975	0.095481	1.03206	0.638896	3.96654	32.3298	55.3771	104.976	201.818	173.607	261.015	208.092	209.815	107.978	0.456989	0.548851	0.39307	0.106173	0.38859	0.0472222	0.451016	0.235962	0.673457	5.1852	4.31397	4.09335	4.88061	8.71087	13.29	13.7374	13.4975	11.5443	8.40761	8.31007	10.2227	12.7509	15.6762	22.6276	21.7298	23.4363	17.3682
19	31	2	0.512165	0.658383	1.11957	1.75919	2.61882	2.5696	3.48254	2.61801	1.81509	4.17536	7.3485	2.81051	2.12299	2.4758	2.08311	1.94657	2.48303	1.26437	39.6377	48.3273	78.9161	131.561	174.118	155.809	215.986	167.568	126.277	0.725508	0.932209	0.58184	0.595679	0.432796	0.489815	0.506272	0.465651	0.280864	3.46159	5.70594	6.01573	5.1853	8.12775	10.0072	13.1873	11.9175	10.116	7.19565	9.64719	11.2293	10.717	13.507	15.1536	19.6268	19.1331	17.3668
21	31	2	0.485153	0.530281	1.02099	1.65244	2.51223	3.07394	3.42946	2.47171	1.90184	3.02012	5.85746	4.54609	2.77453	3.3306	0.460327	0.49417	2.11945	1.05633	36.1618	52.1717	77.2741	115.818	176.181	198.428	208.744	157.56	133.138	0.592593	0.694444	0.82945	0.758642	0.606332	0.332407	0.113501	0.526882	0.366049	0.710761	3.58881	4.2923	5.64345	7.06877	11.121	13.0626	12.3086	10.9087	5.2226	8.05214	8.96445	11.2955	13.7361	16.9919	20.0371	18.0865	17.8856
24	31	2	0.404276	0.608865	1.4668	2.49709	2.22116	2.90221	3.28072	2.51876	1.86891	5.12594	2.88109	3.50117	1.2076	1.88376	2.94512	1.91736	1.62889	2.41996	26.6867	50.2529	105.848	190.865	158.18	178.256	205.087	154.696	129.022	0.759558	0.677249	0.689665	0.212346	0.480287	0.65679	0.323477	0.50687	0.4	5.45934	5.15206	4.82103	5.48447	8.47415	12.172	13.3395	13.1177	12.5176	9.24328	9.52	10.785	13.203	15.2184	18.143	20.2597	18.7887	19.4693
27	31	2	0.456843	0.789225	1.22701	2.27132	2.95266	3.11848	3.52144	2.50992	2.26537	4.6288	2.54593	5.23054	2.20646	1.18989	1.57113	1.73027	3.31374	0.782049	32.5769	77.7542	93.3703	148.559	193.034	184.447	210.634	146.559	145.803	0.734468	0.409061	0.709976	0.543519	0.408005	0.416358	0.459379	0.687276	0.216667	0.822723	2.66263	3.70793	6.60969	8.43096	10.9992	12.9729	12.7985	12.4536	5.59776	8.30735	8.80877	11.9556	14.372	16.5981	20.0656	17.7867	19.7812
29	31	2	0.660044	0.510814	1.23411	2.21826	3.14683	2.59228	3.25182	2.59243	1.69276	1.75341	2.68423	2.91726	2.90902	1.55891	3.34124	1.73121	0.97107	2.18377	44.7304	46.5317	89.74	150.518	210.982	165.035	198.998	162.666	110.812	0.348566	0.63459	0.608722	0.607716	0.233572	0.673765	0.353644	0.432497	0.458333	-0.200374	4.05749	3.89886	7.56052	7.66257	10.9182	13.2742	12.9948	13.0702	3.75872	7.93867	9.12214	14.1647	14.2111	15.6233	19.4313	20.2168	18.8843
31	31	2	0.440963	0.764921	1.35303	2.14043	4.06361	4.04065	4.0707	3.22121	2.16369	1.94565	3.79365	2.99311	3.11293	0.716065	1.27722	0.68313	0.710377	0.599824	38.9994	54.7624	89.579	154.313	256.774	241.855	231.566	193.893	137.186	0.517324	0.580026	0.67951	0.654012	0.236858	0.409877	0.25	0.277778	0.333333	5.23064	5.78796	6.71081	4.95039	11.0278	12.047	14.6357	13.336	12.573	9.46571	9.73249	12.0375	11.198	19.7226	19.6652	22.2609	21.62	19.664
38	31	2	0.423084	0.912467	1.42645	2.23859	2.42552	3.84361	3.86078	3.27611	2.29414	2.82645	4.80918	1.43647	1.63755	3.97592	0.291341	0.499177	2.44074	1.8467	26.9026	64.3995	108.413	160.426	157.457	228.61	220.376	188.214	140.89	0.674433	0.595466	0.425627	0.508642	0.535842	0.229012	0.252389	0.550478	0.460494	5.87573	2.50772	3.72154	5.715	7.33135	11.6613	13.0866	12.2696	9.60325	9.18396	7.32995	10.5524	13.0121	12.9357	19.6684	20.7592	20.5973	18.4577
43	31	2	0.534077	0.887665	1.21006	2.06487	3.35675	3.66782	3.47999	2.8312	2.31449	7.5014	4.37871	6.83162	3.91801	1.47374	1.09799	2.51303	1.87869	2.00862	32.982	69.3668	76.368	137.024	214.005	225.266	202.871	163.349	141.832	0.794504	0.760913	0.921446	0.708951	0.39546	0.324383	0.5227	0.625448	0.423765	4.2272	4.44732	6.92469	6.41357	8.995	11.3596	13.2117	13.6778	10.6674	8.60968	9.74137	11.0246	11.8122	16.7591	18.852	20.7565	21.2061	18.1185
46	31	2	0.576389	1.01475	1.35141	2.18163	3.39299	3.77661	3.3339	2.76702	2.40958	6.74226	1.36307	2.40004	3.23545	1.5945	1.03164	3.72635	4.32424	1.17803	34.8715	76.3097	103.974	150.873	222.197	229.844	199.973	158.343	144.917	0.760454	0.53129	0.699522	0.632099	0.403524	0.420062	0.568399	0.742832	0.46358	5.66882	3.85964	3.97035	6.03873	8.93973	12.2944	12.823	14.0467	12.0546	9.77755	8.92376	10.3118	13.1466	16.6294	19.8323	19.3664	20.2501	19.2563
49	31	2	0.6611	1.01953	1.64084	2.58814	3.04725	3.23204	3.18125	3.2931	2.57127	3.88234	5.99032	3.76532	1.33311	4.313	4.65459	3.89946	2.25037	1.41773	37.736	60.8517	117.406	178.976	187.136	188.277	182.944	193.701	160.076	0.783751	0.778439	0.71147	0.433951	0.694743	0.735185	0.803465	0.490442	0.530556	6.51707	7.00242	5.03083	7.97707	10.0939	12.9554	13.2252	12.7573	10.2385	10.5104	11.0704	11.4917	16.8244	15.3947	17.7295	18.2948	19.8018	18.6115
3	32	4	0.516121	1.08978	2.552	2.22643	3.45928	4.34811	4.5822	4.49343	2.59994	1.40483	0.783243	0.00510016	2.53016	2.39259	1.34176	1.03207	0.20785	2.03029	50.7921	92.9827	188.684	152.829	204.78	255.506	252.605	246.962	171.059	0.373027	0.233283	0	0.353901	0.309197	0.243617	0.258408	0.0851064	0.111348	1.04328	5.0713	4.78247	9.36044	10.9569	15.7515	16.8008	16.069	15.8353	7.02067	12.973	15.9131	18.3855	19.2351	24.3152	25.8887	27.0644	26.3704
5	32	4	0.796559	0.793756	1.36099	2.48451	4.08263	3.49791	4.30168	2.98718	1.81168	3.6042	4.50239	1.39036	4.04211	1.3977	5.41525	2.92249	4.45907	6.28898	63.5793	83.8786	105.505	171.437	243.708	215.904	251.965	190.066	124.296	0.392931	0.424012	0.291009	0.348936	0.173988	0.337943	0.408717	0.413178	0.390071	-1.64855	-1.17862	4.24255	7.7443	10.7992	14.5482	17.912	14.5385	13.4909	3.70873	4.87603	12.0403	15.8554	19.6441	22.2731	27.0136	23.0913	20.8543
6	32	4	0.773353	1.27233	1.4253	2.3795	3.65809	4.61806	5.63434	4.01807	2.27329	1.84791	8.2368	5.23706	2.1337	3.37462	1.25949	0.974583	3.80778	3.86943	79.6228	81.3644	111.191	152.088	219.72	249.439	298.316	217.773	143.529	0.186342	0.422964	0.413864	0.233688	0.154427	0.272695	0.176047	0.25978	0.288298	0.862827	4.56083	4.17678	7.74549	12.7138	16.1712	18.2589	16.0334	14.782	6.63063	9.79017	10.839	15.8649	21.3863	24.3203	28.3463	24.9376	22.157
11	32	4	0.71873	1.07809	1.27045	2.31059	3.03156	3.77476	5.13482	3.70596	2.19443	4.71998	5.55642	5.19904	3.1891	3.00988	2.22958	1.15523	1.73206	5.63149	54.816	91.1771	94.8908	152.933	185.755	214.997	274.958	207.022	149.332	0.28895	0.246201	0.485587	0.331915	0.281743	0.242553	0.222375	0.276596	0.578369	2.8997	0.262424	5.48159	7.29502	11.2612	13.309	17.0644	16.4655	13.9286	8.76481	7.34171	11.2902	15.2713	19.0108	20.7902	26.0816	25.1549	21.9269
