"year_harvest"	"NUMD"	"ETP_1"	"ETP_10"	"ETP_11"	"ETP_12"	"ETP_2"	"ETP_3"	"ETP_4"	"ETP_5"	"ETP_6"	"ETP_9"	"PR_1"	"PR_10"	"PR_11"	"PR_12"	"PR_2"	"PR_3"	"PR_4"	"PR_5"	"PR_6"	"PR_9"	"RV_1"	"RV_10"	"RV_11"	"RV_12"	"RV_2"	"RV_3"	"RV_4"	"RV_5"	"RV_6"	"RV_9"	"SeqPR_1"	"SeqPR_10"	"SeqPR_11"	"SeqPR_12"	"SeqPR_2"	"SeqPR_3"	"SeqPR_4"	"SeqPR_5"	"SeqPR_6"	"SeqPR_9"	"Tn_1"	"Tn_10"	"Tn_11"	"Tn_12"	"Tn_2"	"Tn_3"	"Tn_4"	"Tn_5"	"Tn_6"	"Tn_9"	"Tn17.2_1"	"Tn17.2_10"	"Tn17.2_11"	"Tn17.2_12"	"Tn17.2_2"	"Tn17.2_3"	"Tn17.2_4"	"Tn17.2_5"	"Tn17.2_6"	"Tn17.2_9"	"Tx_1"	"Tx_10"	"Tx_11"	"Tx_12"	"Tx_2"	"Tx_3"	"Tx_4"	"Tx_5"	"Tx_6"	"Tx_9"	"Tx010_1"	"Tx010_10"	"Tx010_11"	"Tx010_12"	"Tx010_2"	"Tx010_3"	"Tx010_4"	"Tx010_5"	"Tx010_6"	"Tx010_9"	"Tx34_1"	"Tx34_10"	"Tx34_11"	"Tx34_12"	"Tx34_2"	"Tx34_3"	"Tx34_4"	"Tx34_5"	"Tx34_6"	"Tx34_9"	"Class"
"1410"	53	25	0.507143	1.3928	0.451318	0.432892	0.815658	1.87226	3.58438	4.08323	3.89745	2.53254	1.33177	2.24971	4.9711	1.76681	1.93271	1.16813	0.323387	0.795551	1.75545	1.63464	63.6887	113.218	43.8639	51.4992	87.5933	158.381	238.618	264.821	243.009	178.068	0.285618	0.370744	0.878704	0.592294	0.559524	0.308916	0.146759	0.170699	0.370602	0.271296	1.6083	7.77997	5.01134	-0.0266609	2.7149	5.18378	9.00168	12.0603	13.4447	10.3892	0	0	0	0	0	0	0	0	0	0	7.71676	17.0556	9.95354	6.40581	10.0569	13.988	21.0772	23.0563	22.7249	22.2203	20.7292	2.65278	15.5694	22.4306	11.8681	3.34028	0	0	0	0	0	0	0	0	0	0	0	0	1.99306	0	1
"1411"	54	25	0.437817	1.79345	0.717562	0.381685	0.971652	2.41387	1.76073	3.50869	3.80209	2.64094	1.98895	1.33878	1.81058	5.04924	0.392986	0.785868	5.94217	1.97031	2.83208	0.898347	54.6079	129.899	62.6433	40.0102	120.279	184.368	140.347	231.1	237.274	169.879	0.55914	0.30914	0.390509	0.855735	0.158285	0.211694	0.724769	0.340054	0.403935	0.334491	2.92776	8.71336	8.36291	5.15338	-3.56155	4.92459	5.92698	11.4379	14.2619	13.2433	0	0	0	0	0	0	0	0	0	0	8.23802	19.5807	15.3078	10.1731	4.76853	17.0158	13.1865	20.6715	22.9986	24.6735	19.9722	0.0625	3.97917	12.7778	12.5625	3.28472	2.13194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1413"	56	25	0.35636	1.16649	0.489532	0.556398	0.797663	1.90807	2.42524	2.81734	4.36493	2.16157	4.1089	3.2396	4.09335	2.37339	5.55131	2.05535	2.43021	3.26162	1.85837	3.29426	38.915	93.9898	48.0718	62.2937	71.2853	156.319	182.233	197.606	269.003	143.064	0.670475	0.650986	0.676157	0.487231	0.793651	0.34319	0.418056	0.536514	0.241667	0.613194	5.31706	10.9176	4.91088	1.74045	4.32067	5.07592	8.04551	9.84705	15.2537	12.9148	0	0	0	0	0	0	0	0	0	0	9.86228	18.1385	9.81329	8.86684	9.72489	13.9341	17.0563	17.5286	24.1705	21.3334	15.2361	1.16667	15.7708	20.4444	17.3681	6.36806	0.291667	0.0763889	0	0	0	0	0	0	0	0	0	0	0	0	0
"1414"	57	25	0.345669	1.43897	0.674634	0.336758	0.787648	1.29255	2.59767	3.17466	4.55341	2.72194	2.70697	1.54134	3.78528	1.5414	2.40033	1.92191	1.27092	1.80375	2.39132	1.32143	43.2381	113.08	53.5495	40.9111	86.5528	115.44	191.091	213.485	274.32	186.374	0.634185	0.452061	0.680787	0.485663	0.403026	0.516801	0.255324	0.372312	0.22662	0.246065	1.88757	10.7601	8.76894	2.84042	1.01008	5.23122	8.17387	11.1183	15.6793	13.136	0	0	0	0	0	0	0	0	0	0	7.06407	20.0637	14.2553	7.53729	7.54504	12.559	17.4952	19.6494	25.5062	23.4681	22.6806	0	3.18056	24.4861	20.4653	7.50694	0.416667	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"1415"	58	25	0.344008	1.36873	0.712322	0.623857	0.591797	1.21254	1.88797	2.46317	2.77463	2.2287	6.84424	1.49209	1.92926	0.417777	4.72288	2.75259	3.49919	3.629	2.75448	2.10525	35.9941	113.864	61.0468	64.3899	61.273	111.982	152.434	173.633	182.827	163.009	0.812948	0.455421	0.62037	0.197805	0.626437	0.452061	0.625926	0.47043	0.461111	0.400926	4.40134	7.85999	7.40341	5.46079	4.01136	4.04899	6.63274	10.6915	14.5229	10.7703	0	0	0	0	0	0	0	0	0	0	8.89703	16.4466	13.883	12.4555	9.50582	11.5284	14.4377	18.7069	21.4009	20.0749	19.5486	1.47222	6.97917	6.15972	14.8889	11.9028	2.53472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1418"	3	26	0.190757	0.410867	0.317967	0.193353	0.51391	1.22879	1.35911	2.06137	3.14872	1.13699	3.46098	5.31374	4.4401	2.54107	4.15165	1.75553	3.47714	2.4899	3.75447	6.22482	38.079	60.2704	42.1371	31.4674	78.429	150.514	135.528	185.199	234.702	120.656	0.674153	0.746427	0.764557	0.54512	0.609855	0.15884	0.618143	0.627195	0.569198	0.526582	-1.16563	6.3138	3.93796	-1.59422	2.77237	2.30306	7.11569	6.86012	11.636	8.65276	0	0	0	0	0	0	0	0	0	0	2.14673	11.2462	7.8799	1.4118	8.83794	10.5496	14.0672	13.7694	18.9004	15.0203	22.4684	11.1646	22.5063	15.8481	16.2405	13.1139	4.82278	6.78481	1.48101	2.74684	0	0	0	0	0	0	0	0	0	0	0
"1419"	4	26	0.267719	0.653932	0.258298	0.254813	0.404687	0.780911	1.59054	2.00917	3.79934	1.88311	5.28199	3.9492	2.13578	5.04032	3.12255	5.09327	3.81635	3.89148	1.71719	1.31638	39.4291	92.7839	49.8951	37.4575	73.7925	111.257	157.537	182.84	285.172	166.113	0.636586	0.527971	0.388186	0.55492	0.56962	0.581462	0.56962	0.65292	0.232068	0.289873	0.00684195	7.41956	1.75293	0.037833	-2.63771	-2.21698	3.66168	6.07599	10.0549	13.5625	0	0	0	0	0	0	0	0	0	0	3.50325	13.8195	5.9545	4.23615	2.28306	3.76884	10.9824	13.0838	18.5774	21.9233	24.8734	4.98734	25.6456	14.7089	20.5063	22.3924	14.5443	6.83544	1.60759	0	0	0	0	0	0	0	0	0	0	0	0
"1420"	5	26	0.257461	0.972409	0.193293	0.191787	0.375337	0.875423	1.28323	2.37718	2.43088	1.67607	1.73	1.0287	1.42404	5.34891	2.22693	3.49845	2.96354	3.00664	7.57716	3.37746	49.6359	128.61	49.4277	42.7528	78.3398	107.055	132.773	205.338	189.235	155.335	0.564312	0.15884	0.359072	0.561045	0.508137	0.563904	0.438819	0.507962	0.653587	0.394093	-7.13575	6.44499	-0.215247	-5.05023	-5.92922	1.03493	5.13817	6.87691	11.1619	9.53154	0.265823	0	0	0.101266	0	0	0	0	0	0	-3.36811	13.8475	4.34322	-0.493428	-0.783833	7.24202	12.0782	14.2868	17.8594	17.6308	8.32911	5.79747	18.3797	17.6329	14.5696	22.2785	8.82278	6.91139	0.531646	2.22785	0	0	0	0	0	0	0	0	0	0	1
"1421"	6	26	0.165605	0.680774	0.330316	0.194475	0.337595	0.384638	1.5296	2.58532	3.54387	1.36148	1.24307	1.50499	7.62969	0.234448	1.29059	4.07053	3.03518	3.96766	1.95251	2.45143	54.8171	105.818	44.2917	57.179	67.11	66.2211	149.589	214.448	260.611	139.187	0.21519	0.244181	0.743882	0.123316	0.356176	0.617803	0.534177	0.543487	0.378903	0.428692	-3.5858	5.77635	5.06773	-3.80441	0.21662	0.415759	4.99248	9.4149	12.105	10.5925	0	0	0	0	0	0	0	0	0	0	-0.261682	12.5597	10.1459	0.264246	5.42248	5.02021	12.2065	17.3921	20.381	17.4619	12.6456	8	14.0253	18.1519	21.5316	23.0886	9.53165	0.772152	0	0.898734	0	0	0	0	0	0	0	0	0	0	0
"1422"	7	26	0.151152	0.550023	0.243129	0.202539	0.411383	0.870305	1.09119	2.06408	2.695	1.80537	3.79097	3.97193	2.55095	1.23815	1.40783	5.88761	5.07059	5.20631	2.88771	2.62614	31.7313	82.3327	48.587	36.1397	84.5509	104.073	122.394	180.336	204.919	156.653	0.856268	0.523887	0.436709	0.375255	0.376582	0.525521	0.767089	0.614945	0.446835	0.416878	-1.01217	4.82008	3.10867	-1.87535	-4.98823	1.22032	2.93018	7.65814	12.1517	10.7556	0	0	0	0	0	0	0	0	0	0	2.6385	9.71915	6.20786	2.19307	0.00919598	7.01359	8.88884	14.0184	18.6943	19.0767	21.8987	19.3418	25.1392	19	14.0633	17.2911	19.7975	5.56962	1.62025	0.531646	0	0	0	0	0	0	0	0	0	0	0
"1423"	8	26	0.20962	0.942803	0.243858	0.175194	0.369228	0.9117	1.40427	2.62458	3.09084	1.12467	4.04207	1.20652	5.28375	7.73396	5.05626	3.47673	4.00404	3.74407	3.24599	6.92798	45.0827	119.62	34.7467	23.2794	52.6634	123.21	139.611	219.172	231.724	115.369	0.477746	0.104124	0.81097	0.837893	0.707505	0.56227	0.675527	0.450796	0.622363	0.66962	-3.69224	6.82094	1.46949	0.805362	3.25675	-0.206626	5.95799	8.55166	12.0941	8.965	0.0253165	0	0	0	0	0	0	0	0	0	0.739474	14.0335	5.69406	4.68306	8.54128	6.239	12.7462	15.9843	19.7314	15.1965	17.0506	4.4557	20.9494	26.4177	17.6582	24.0506	6.51899	3.24051	0.506329	3.37975	0	0	0	0	0	0	0	0	0	0	0
"1424"	9	26	0.172942	0.54762	0.161847	0.0804655	0.508473	0.857982	1.88537	2.10705	2.986	1.9269	2.59921	3.55437	3.05387	7.06351	2.42765	3.92981	1.69189	5.29608	2.05347	2.10891	43.8062	75.0897	38.7983	23.7898	74.0598	103.177	180.633	181.304	231.006	174.631	0.576154	0.59902	0.58692	0.792977	0.377939	0.614128	0.375949	0.596978	0.386076	0.192827	-2.08136	9.16128	-0.676385	-0.527938	0.178129	2.1776	2.38957	7.37996	10.0965	10.8272	0	0	0	0	0	0	0	0	0	0	2.11164	14.3119	3.78537	2.94744	5.83287	8.5075	10.8776	15.3909	18.2532	18.9565	17.6076	5.73418	20.7975	23.7342	21.4557	20.2911	13.3165	4.10127	2.27848	0.392405	0	0	0	0	0	0	0	0	0	0	0
"1428"	13	26	0.300386	0.60046	0.396142	0.163515	0.482283	0.761972	2.17601	2.22389	2.46081	1.85827	2.12472	4.96672	4.33195	1.88429	1.62017	2.55163	1.97666	2.76994	5.70722	2.54392	46.5758	86.9392	48.1862	41.2489	85.284	112.538	203.637	188.241	197.043	165.463	0.346264	0.424255	0.555696	0.429971	0.302893	0.358514	0.259072	0.563904	0.687342	0.392827	-2.25613	5.61991	3.43438	-2.55974	-1.67966	-2.76589	5.77237	9.72265	10.072	10.218	0.0759494	0	0	0	0	0	0	0	0	0	3.05472	11.2525	9.5569	1.157	3.64091	3.32498	15.4468	17.2867	16.6264	18.7387	23.8861	11.8987	16.4304	17.3797	23.7089	19.6835	3.35443	3.81013	1.32911	0.177215	0	0	0	0	0	0	0	0	0	0	0
"1430"	15	26	0.15082	0.947617	0.273942	0.244313	0.368987	0.965122	1.40869	2.34226	3.22969	1.62063	1.94831	1.54471	7.95799	2.29498	2.89293	0.966048	3.54576	4.03033	4.1936	1.36571	44.2072	117.451	53.0025	51.5684	69.7333	125.783	146.885	194.612	239.148	166.51	0.37648	0.243773	0.528692	0.230298	0.451627	0.306656	0.453165	0.613312	0.340084	0.218565	-2.72852	4.79767	2.11779	-1.42777	-2.48487	-0.440265	0.940179	8.74599	11.5482	6.80493	0	0	0	0	0	0	0	0	0	0	0.786266	12.8385	8.08194	3.19275	1.91366	7.07477	8.46822	16.7344	19.5867	15.4059	18.2025	7.50633	17.6582	25.2405	20.6329	21.8987	17.3418	2.8481	0.379747	3.31646	0	0	0	0	0	0	0	0	0	0	0
"1432"	17	26	0.316898	0.205698	0.306784	0.219564	0.637471	0.503974	1.75729	1.91864	2.6255	1.38267	3.96652	7.89024	5.20762	4.03072	1.27638	3.10418	3.1411	3.77211	3.66804	5.18437	43.1633	44.1708	37.2163	33.3939	112.654	76.2891	163.662	175.018	206.287	126.086	0.484279	0.951	0.651899	0.707636	0.177667	0.710086	0.489873	0.563495	0.62616	0.698312	1.91351	2.0628	2.49092	1.87772	-0.330331	0.600151	3.39259	7.27784	10.2041	9.30483	0	0	0	0	0	0	0	0	0	0	5.62788	5.06826	6.98215	5.30245	6.66479	5.00648	10.9855	14.3704	17.1365	16.6583	27.6709	29.6203	22.7595	26.6835	22.481	24.9114	12.6456	6.83544	2.46835	4.63291	0	0	0	0	0	0	0	0	0	0	1
"1434"	19	26	0.148529	0.471571	0.250602	0.149886	0.384548	0.879811	0.947093	2.04525	2.15397	1.16833	5.00178	2.24786	4.29942	4.31439	7.7826	2.19054	5.47917	3.74326	5.62267	4.95943	27.8366	71.8318	43.2338	31.7044	48.3565	97.0415	105.037	180.533	171.793	127.899	0.681094	0.572479	0.559916	0.516537	0.787071	0.559004	0.727004	0.61862	0.687342	0.522785	-0.232897	7.10166	1.9048	-2.32427	2.14826	3.65318	1.85386	7.44477	10.4561	8.76167	0	0	0	0	0	0	0	0	0	0	2.52842	13.2936	5.69744	1.62722	6.49897	10.4629	8.826	14.9626	17.249	16.0687	21.7468	9.07595	24.6203	18.0633	21.7975	13.2658	17.4177	4.8481	0.316456	2.56962	0	0	0	0	0	0	0	0	0	0	0
"1435"	20	26	0.179076	0.695972	0.321557	0.224873	0.216807	0.684673	1.22231	1.78751	2.64752	1.72151	4.23896	3.16787	5.90895	4.04467	5.96718	5.59723	2.75184	3.82658	3.48806	1.15474	34.6814	88.866	43.3291	43.1171	44.9702	82.1803	139.84	157.173	209.073	169.116	0.643528	0.465088	0.676793	0.472029	0.823689	0.561454	0.590717	0.602695	0.565823	0.233333	-1.28638	7.69281	1.84987	0.268488	-1.45625	1.65824	2.59839	7.36999	9.91359	8.07838	0	0	0	0	0	0	0	0	0	0	1.81319	14.7116	6.76373	4.78976	2.9687	7.7934	9.59401	13.4637	17.6875	16.5369	25.2278	2.35443	12.5823	26.7595	16.3418	21.5696	16.1899	8.50633	1.83544	3.02532	0	0	0	0	0	0	0	0	0	0	0
"1436"	21	26	0.140641	0.738957	0.307517	0.311641	0.312903	0.495202	1.23619	2.32057	2.72136	1.65082	4.70028	1.62584	0.658486	4.862	4.27751	5.6485	3.69623	3.76393	4.23482	2.78785	36.346	103.175	68.4566	34.8588	57.5249	65.0123	137.327	191.374	211.75	159.159	0.645978	0.253981	0.182278	0.597795	0.526221	0.804818	0.567511	0.455696	0.633755	0.296203	-4.94768	5.55229	0.7038	0.452373	-0.489181	2.02091	2.12985	7.25051	11.8688	8.42107	0	0	0	0	0	0	0	0	0	0	-0.733994	12.5808	6.10602	4.69919	3.8481	6.74974	9.39692	15.6733	18.9854	17.2155	14.8987	12.3291	19.4177	17.443	21.1772	26.0633	17.2911	5.88608	0.810127	1.62025	0	0	0	0	0	0	0	0	0	0	0
"1437"	22	26	0.183074	0.45487	0.233742	0.27186	0.40477	0.629031	1.48121	2.00022	1.95908	1.79676	3.85755	2.987	5.15084	5.13427	4.08096	3.22923	2.19353	3.65242	6.65987	1.20719	42.8244	74.6538	47.6124	30.9948	76.3145	86.5676	158.376	181.565	161.302	165.826	0.530829	0.526337	0.492827	0.577787	0.406809	0.659045	0.553586	0.501837	0.792827	0.268776	-2.73241	7.74284	1.35357	1.19445	0.993663	1.52449	2.43265	6.66305	10.0136	9.58208	0	0	0	0	0	0	0	0	0	0	1.24335	14.1191	5.96089	5.36516	6.72489	6.64321	9.11246	13.9807	15.8136	18.4256	18.6203	7.89873	25.0759	17.9873	23.519	24.4177	17.1772	6.20253	2.35443	2.43038	0	0	0	0	0	0	0	0	0	0	0
"1438"	23	26	0.197051	0.528481	0.299616	0.155093	0.34294	0.731039	1.75518	1.59858	2.74907	1.93541	5.68049	4.54655	2.31734	4.20022	2.58779	5.13646	1.4302	4.35206	2.97169	2.71088	45.4	85.7377	50.3165	38.4282	88.4006	81.0319	176.635	145.217	215.669	176.621	0.641895	0.470396	0.446835	0.668028	0.347197	0.732136	0.410549	0.633728	0.547257	0.336709	-3.62234	4.77131	0.118283	-3.13501	-3.3387	4.40672	4.77125	7.75564	10.3958	10.5051	0	0	0	0	0	0	0	0	0	0	0.818626	11.2068	5.37133	1.20913	2.24475	10.4504	12.9514	14.6597	17.9337	19.096	19.2532	12.3671	14	17.8101	21.2532	13.7595	9.43038	5.92405	1.60759	0	0	0	0	0	0	0	0	0	0	0	1
"1439"	24	26	0.151569	0.324953	0.240527	0.171235	0.298797	0.698506	1.95441	2.35692	2.55432	0.952211	5.63707	6.55718	2.88465	9.01346	1.19175	4.8095	0.995082	2.61346	6.30709	5.62861	40.1351	52.9227	64.2847	26.1387	79.9534	102.308	202.506	205.286	204.387	109.458	0.647611	0.839526	0.483122	0.939567	0.337251	0.604737	0.293671	0.39608	0.807595	0.757806	0.0489406	6.08425	1.70203	-0.486962	-0.0491161	1.11741	3.05239	8.96809	13.2869	11.369	0	0	0	0	0	0	0	0	0	0	4.72076	11.3635	7.18201	3.52367	5.01798	7.17436	11.3583	16.7075	19.9335	17.2673	24.443	11.2658	19.4051	25.1646	21.0886	23.1899	11.2532	4.26582	0.481013	0.594937	0	0	0	0	0	0	0	0	0	0	1
"1440"	25	26	0.149127	0.280268	0.212808	0.108406	0.376635	0.70301	0.910013	1.28395	2.75442	1.45394	4.36547	5.37557	4.80567	6.98278	4.01787	3.27125	7.26824	11.2149	1.59855	3.69372	46.5631	63.1785	52.7193	31.4517	76.085	105.376	94.8539	115.537	208.111	151.174	0.570029	0.593303	0.562447	0.58677	0.618897	0.55002	0.88903	0.799918	0.43038	0.237975	0.971931	7.21273	3.79342	0.822631	-2.5265	2.2884	4.63513	7.08286	13.0423	12.7475	0	0	0	0	0	0	0	0	0	0	4.81843	11.7287	9.12039	4.17518	1.74657	8.12803	11.0164	12.6508	20.3932	20.6709	24.5823	9.78481	16.9494	24.481	17.8101	22.1519	11.4051	8.27848	0.0379747	0	0	0	0	0	0	0	0	0	0	0	1
"1442"	27	26	0.108778	0.60771	0.40736	0.146028	0.409985	0.542884	1.61848	1.51254	2.40483	1.07705	3.3678	3.85395	3.47897	2.83973	2.5489	2.61691	4.38015	6.92991	4.28218	6.43404	33.2846	77.0806	49.0711	35.6676	73.8452	76.3713	149.115	140.091	194.252	99.3049	0.618212	0.473254	0.35443	0.481829	0.446203	0.679869	0.523207	0.748877	0.644304	0.693671	-6.99128	6.95894	4.6904	-0.415232	-1.80925	-0.0735359	4.28734	8.11983	9.8879	9.56955	1.34177	0	0	0	0	0	0	0	0	0	-2.62665	12.7735	10.3884	3.30837	4.32185	5.34755	11.7908	14.9125	17.3767	15.1868	12.6962	6.32911	14.2658	26.8861	17.2658	24.9367	12.5316	6.27848	1.37975	4.1519	0	0	0	0	0	0	0	0	0	0	0
"1444"	29	26	0.164978	0.80946	0.331033	0.143056	0.216677	0.762505	1.98162	2.02706	2.03472	1.67526	2.35312	3.78114	2.49454	4.7925	4.15396	3.50306	2.55805	5.39739	8.3721	1.75243	40.3898	101.493	59.5792	37.1811	44.8012	101.449	176.076	176.197	162.32	159.813	0.279298	0.363822	0.407173	0.675786	0.595389	0.544712	0.392405	0.674153	0.721519	0.280169	-6.75212	7.25965	2.85481	-0.426318	-1.28324	-1.66216	4.41361	5.52536	10.2209	9.89978	1.4557	0	0	0	0	0	0	0	0	0	-2.5596	14.9383	8.64003	3.5481	2.71161	4.87492	13.7638	12.6605	16.4744	18.6999	6.64557	7.13924	18.1392	23.7342	20.5823	24.2785	9.60759	10.1392	1.97468	0	0	0	0	0	0	0	0	0	0	0	1
"1445"	30	26	0.238992	0.492222	0.216155	0.115419	0.403609	0.426533	1.80816	1.83024	2.84846	1.71314	4.92529	3.55438	3.9056	2.54086	4.48644	7.84821	1.88024	4.58766	4.21559	5.59963	31.3535	62.6129	49.5882	35.3083	59.9511	61.82	174.197	154.227	217.902	151.199	0.795018	0.572887	0.569198	0.380563	0.56962	0.826051	0.311814	0.654553	0.578903	0.387342	1.59988	7.77747	2.12872	0.187145	-1.2367	0.470717	4.63364	9.9275	11.3312	12.1738	0	0	0	0	0	0	0	0	0	0	5.83408	14.0045	6.59054	4.53662	4.02931	4.93423	13.356	16.3618	18.6259	20.6229	27.4557	2.97468	22.4177	21.7848	22.5316	24.3038	6.26582	0.860759	1.53165	0.443038	0	0	0	0	0	0	0	0	0	0	0
"1446"	31	26	0.227205	0.551838	0.262237	0.0894472	0.332023	1.17073	0.9301	3.5192	3.47246	1.40054	0.952733	5.40873	1.98976	4.43566	3.79389	2.79579	6.77152	2.11654	1.77536	3.86054	66.7413	78.6261	61.5856	34.3056	61.6272	124.514	105.503	260.836	251.903	130.006	0.269498	0.452021	0.257806	0.523479	0.458861	0.422621	0.837553	0.38628	0.436709	0.413924	-0.621451	7.4696	0.229045	0.466311	0.0376482	2.50908	3.32619	9.5022	10.6084	9.85649	0	0	0	0	0	0	0	0	0	0	4.69269	14.1986	6.08702	3.97514	5.81187	11.9308	8.82882	18.6267	18.8967	17.2636	28.557	4.17722	19.0633	25.8354	22.9747	15.5949	18.962	1.05063	1.53165	2.53165	0	0	0	0	0	0	0	0	0	0	0
"1447"	32	26	0.282136	0.932891	0.363785	0.474089	0.653078	1.3144	1.44736	3.26534	2.64783	1.60707	1.93963	2.7295	3.2296	3.62879	6.46472	1.35664	2.89695	2.33294	7.23322	1.65746	56.1302	104.211	68.5097	50.033	73.42	144.504	145.928	251.112	194.995	149.467	0.251123	0.367497	0.272574	0.356472	0.471519	0.298081	0.604219	0.406697	0.632489	0.276371	-2.04865	5.66875	-0.582452	-0.271704	2.24297	1.96991	3.11116	10.0865	10.4208	9.26262	0	0	0	0	0	0	0	0	0	0	5.14929	15.0162	8.39914	7.23913	10.8905	11.1855	9.69542	18.6126	17.7563	17.9997	26.7722	5	19.7975	18.9241	13.0506	11.0506	17.481	0	1.43038	0.987342	0	0	0	0	0	0	0	0	0	0	0
"1449"	34	26	0.303629	0.786325	0.298075	0.250227	0.565216	0.85927	1.70935	2.98577	2.84072	2.01128	0.683883	3.71073	5.19643	3.82706	3.52513	4.26076	4.57046	2.58747	4.84458	5.44498	66.6826	87.0227	46.7799	57.0345	91.5677	96.2888	151.443	211.894	203.555	149.179	0.140874	0.632503	0.638819	0.291139	0.429507	0.564312	0.437553	0.469171	0.627426	0.414768	-4.37378	4.57503	1.14474	-2.97005	-1.86587	1.09668	3.0807	9.41528	10.951	11.2175	0	0	0	0	0	0	0	0	0	0	2.46063	11.9091	6.75465	3.15679	5.86533	8.64174	11.7268	18.0317	18.3787	20.7596	21.5316	10.6835	21.2532	27	19.6582	17.9873	11.8608	2.43038	0.936709	0.873418	0	0	0	0	0	0	0	0	0	0	0
"1450"	35	26	0.491281	0.485782	0.299976	0.331907	0.6695	1.37595	1.87202	2.38589	3.20916	1.70012	2.35105	6.31282	7.8901	2.95693	0.917509	0.816144	3.39024	3.41757	5.48775	2.64783	53.5917	64.2762	43.8675	50.7846	96.5206	151.088	158.331	187.419	217.134	148.575	0.409963	0.752144	0.639662	0.295223	0.209313	0.191507	0.599578	0.636178	0.584388	0.389451	0.154104	4.17568	3.46459	-0.337765	-3.76063	-0.956141	4.81424	8.63702	11.5151	9.44668	0	0	0	0	0.379747	0	0	0	0	0	6.68363	9.61301	9.14472	5.0173	3.83047	8.77437	13.6109	16.822	19.5507	18.1546	18.3038	17.0886	16.5949	22.8101	19.8734	13.8481	7.65823	0.924051	0.708861	0.443038	0	0	0	0	0	0	0	0	0	0	0
"1453"	38	26	0.319742	1.05511	0.448203	0.182475	0.43014	1.10154	1.96706	2.16593	3.62934	1.24489	1.04892	1.10254	3.70266	5.27812	3.1394	0.94847	1.15581	4.50233	2.84653	5.83704	49.5056	100.34	58.8624	34.6949	67.9391	132.228	176.342	167.713	248.523	114.637	0.314822	0.316456	0.363713	0.543487	0.680052	0.288689	0.345992	0.734586	0.375949	0.687342	-0.746908	8.51478	0.775476	-1.46255	-4.13513	-1.79556	3.07068	7.13853	11.213	7.52086	0	0	0	0	0	0	0	0	0	0	5.68089	17.8202	8.26404	3.33214	2.13007	7.53178	13.6264	14.5197	20.1647	14.4734	26.5063	0.189873	18.4051	22.8354	17.7089	20.6329	6.46835	4.81013	0.797468	2.11392	0	0	0	0	0	0	0	0	0	0	0
"1454"	39	26	0.24607	0.686631	0.238018	0.17902	0.637942	1.41199	2.44672	2.92862	2.52175	1.61718	1.62623	3.57155	8.69806	2.73991	3.78724	1.23191	2.87555	3.74166	5.74623	1.5987	49.6014	85.9417	42.0898	41.6981	80.6996	145.84	221.825	216.862	185.863	152.056	0.374439	0.512862	0.73924	0.487138	0.474684	0.35443	0.188186	0.58677	0.638397	0.405485	-2.69202	4.89067	0.896019	-2.3867	0.323632	1.65341	1.52709	8.21426	10.7512	5.69491	0	0	0	0	0	0	0	0	0	0	2.59357	13.3463	6.81381	3.11708	7.98427	11.853	12.5049	17.3172	18.6332	15.161	21.6709	5.31646	19.5949	20.9747	17.7848	9.53165	8.97468	2.60759	0.518987	3.06329	0	0	0	0	0	0	0	0	0	0	0
"1455"	40	26	0.371273	0.96804	0.352481	0.161743	0.79456	1.35386	1.58139	3.38151	3.19714	2.03926	4.0151	2.67065	5.00638	6.23284	1.35371	2.20092	5.67144	2.10165	2.87433	1.99726	56.2003	105.064	57.2969	32.8028	106.923	135.32	141.006	249.046	227.534	167.926	0.494488	0.355247	0.550633	0.760719	0.179024	0.394447	0.827426	0.34953	0.508439	0.324473	-0.887098	4.46871	1.93272	-0.0616737	-1.09808	0.574511	3.4676	8.20634	11.0066	9.36321	0	0	0	0	0	0	0	0	0	0	5.06447	13.9996	9.1971	4.4599	8.51778	8.96663	10.8564	18.0966	20.1094	20.8324	20.1646	9.27848	18.0127	23.6962	13.3165	18.7848	14.1139	1.79747	0.734177	0	0	0	0	0	0	0	0	0	0	0	0
"1456"	41	26	0.34197	0.666551	0.283949	0.329934	0.376446	1.02575	1.54966	2.44216	3.1833	1.37221	4.06826	5.61081	4.55499	1.82807	7.70561	3.51866	5.04092	5.16577	4.20985	7.03689	52.2407	76.7727	58.0482	45.4219	62.9392	115.945	148.45	189.043	234.482	117.494	0.475296	0.813393	0.558228	0.394038	0.68264	0.56227	0.747679	0.568804	0.684388	0.740084	-0.193433	5.99241	-1.78443	-1.51743	-3.08163	1.3776	3.77542	10.1719	9.93563	9.19958	0	0	0	0	0.151899	0	0	0	0	0	5.74536	12.0057	4.13762	4.21046	2.12341	9.42893	11.6921	18.3127	18.6493	16.7761	19.1772	8.91139	18.6962	19.7215	19.0759	15.6582	10.0886	0.379747	0	2.11392	0	0	0	0	0	0	0	0	0	0	0
